ExcelSheet,Excelname,Unit
derivatives,_aMuVegEpi_,_gDW_*_gDW_^-1*_d_^-1
derivatives,_tDEnvProdVegEpi_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDProdVegEpi_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDEnvMortVegEpi_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDMortVegEpi_,_gDW_*_m_^-2*_d_^-1
derivatives,_tNMortVegEpi_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNMortVegNH4Epi_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNMortVegNH4SEpi_,_gN_*_m_^-2_*_d_^-1
derivatives,_wPBedPO4WHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPBedDetWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNBedNH4WHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNBedNO3WHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNBedDetWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_tDMortVegSHyp_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDBedDetSHyp_,_gDW_*_m_^-2_*_d_^-1
derivatives,_tO2BedWHyp_,_gO2_*_m_^-2*_d_^-1
derivatives,_UseLoss_,0
derivatives,_uFunTmLossHyp_,0
derivatives,_uFunTmLossEpi_,0
derivatives,_rPDBlueWHyp_,_gP_*_gDW_^-1
derivatives,_rNDBlueWHyp_,_gN_*_gDW_^-1
derivatives,_rPDBlueS_,_gP_*_gDW_^-1
derivatives,_rNDBlueS_,_gN_*_gDW_^-1
derivatives,_uFunTmBlueHyp_,0
derivatives,_uFunTmProdBlueHyp_,0
derivatives,_uFunTmRespBlueHyp_,0
derivatives,_uFunTmBlueEpi_,0
derivatives,_uFunTmProdBlueEpi_,0
derivatives,_uFunTmRespBlueEpi_,0
derivatives,_uFunTmBlueS_,0
derivatives,_uFunTmRespBlueS_,0
derivatives,_aVPUptMaxCrBlueHyp_,_gP_*_gDW_^-1*_d_^-1
derivatives,_aVPUptBlueHyp_,_gP_*_gDW_^-1*_d_^-1
derivatives,_wPUptBlueHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_aVNUptMaxCrBlueHyp_,_gN_*_gDW_^-1*_d_^-1
derivatives,_ahNUptBlueHyp_,_gN_*_m_^-3
derivatives,_aVNUptBlueHyp_,_gN_*_gDW_^-1*_d_^-1
derivatives,_wNUptBlueHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_afNH4UptBlueHyp_,0
derivatives,_wNUptNH4BlueHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNUptNO3BlueHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_uMuMaxTmBlueHyp_,_d_^-1
derivatives,_uMuMaxTmBlueEpi_,_d_^-1
derivatives,_aPLimBlueHyp_,0
derivatives,_aNLimBlueHyp_,0
derivatives,_aSiLimBlueHyp_,0
derivatives,_aLLimBlueHyp_,0
derivatives,_aMuTmLBlueHyp_,_d_^-1
derivatives,_aNutLimBlueHyp_,0
derivatives,_aMuBlueHyp_,_d_^-1
derivatives,_wDAssBlueHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_rChDBlueHyp_,_gChl_*_gDW_^-1
derivatives,_oChlaBlueHyp_,_mgChl_*_m_^-3
derivatives,_aExtChBlueHyp_,_m_^2*_gChl_^-1
derivatives,_ukDRespTmBlueHyp_,_d_^-1
derivatives,_ukDRespTmBlueEpi_,_d_^-1
derivatives,_ukDRespTmBlueS_,_d_^-1
derivatives,_wDRespBlueWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_ukLossTmBlueHyp_,_d_^-1
derivatives,_ukLossTmBlueEpi_,_d_^-1
derivatives,_wDLossBlueHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDMortBlueWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_uCorVSetBlueHyp_,_m_*_d_^-1
derivatives,_tDSetBlueHyp_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDResusBlue_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDRespBlueS_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDMortBlueS_,_gDW_*_m_^-2*_d_^-1
derivatives,_ukDDecBlueHyp_,_d_^-1
derivatives,_wPExcrBlueWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPLossBlueHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPMortBlueWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_tPSetBlueHyp_,_gP_*_m_^-2*_d_^-1
derivatives,_tPResusBlue_,_gP_*_m_^-2*_d_^-1
derivatives,_tPExcrBlueS_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMortBlueS_,_gP_*_m_^-2*_d_^-1
derivatives,_wNExcrBlueWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNLossBlueHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNMortBlueWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_tNSetBlueHyp_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNResusBlue_,_gN_*_m_^-2*_d_^-1
derivatives,_tNExcrBlueS_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNMortBlueS_,_gN_*_m_^-2_*_d_^-1
derivatives,_aFunTauSetOMEpi_,0
derivatives,_aFunTauSetIMEpi_,0
derivatives,_uCorVSetBlueEpi_,_m_*_d_^-1
derivatives,_tDSetBlueEpi_,_gDW_*_m_^-2*_d_^-1
derivatives,_rNDBlueWEpi_,_gN_*_gDW_^-1
derivatives,_tNSetBlueEpi_,_gN_*_m_^-2_*_d_^-1
derivatives,_rPDBlueWEpi_,_gP_*_gDW_^-1
derivatives,_tPSetBlueEpi_,_gP_*_m_^-2*_d_^-1
derivatives,_wDPrimBlueWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPPrimBlueWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNPrimBlueWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_rPDGrenWHyp_,_gP_*_gDW_^-1
derivatives,_rNDGrenWHyp_,_gN_*_gDW_^-1
derivatives,_rPDGrenS_,_gP_*_gDW_^-1
derivatives,_rNDGrenS_,_gN_*_gDW_^-1
derivatives,_uFunTmGrenHyp_,0
derivatives,_uFunTmGrenEpi_,0
derivatives,_uFunTmGrenS_,0
derivatives,_uFunTmProdGrenHyp_,0
derivatives,_uFunTmRespGrenHyp_,0
derivatives,_uFunTmProdGrenEpi_,0
derivatives,_uFunTmRespGrenEpi_,0
derivatives,_uFunTmRespGrenS_,0
derivatives,_aVPUptMaxCrGrenHyp_,_gP_*_gDW_^-1*_d_^-1
derivatives,_aVPUptGrenHyp_,_gP_*_gDW_^-1*_d_^-1
derivatives,_wPUptGrenHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_aVNUptMaxCrGrenHyp_,_gN_*_gDW_^-1*_d_^-1
derivatives,_ahNUptGrenHyp_,_gN_*_m_^-3
derivatives,_aVNUptGrenHyp_,_gN_*_gDW_^-1*_d_^-1
derivatives,_wNUptGrenHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_afNH4UptGrenHyp_,0
derivatives,_wNUptNH4GrenHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNUptNO3GrenHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_uMuMaxTmGrenHyp_,_d_^-1
derivatives,_uMuMaxTmGrenEpi_,_d_^-1
derivatives,_aPLimGrenHyp_,0
derivatives,_aNLimGrenHyp_,0
derivatives,_aSiLimGrenHyp_,0
derivatives,_aLLimGrenHyp_,0
derivatives,_aMuTmLGrenHyp_,_d_^-1
derivatives,_aNutLimGrenHyp_,0
derivatives,_aMuGrenHyp_,_d_^-1
derivatives,_wDAssGrenHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_rChDGrenHyp_,_gChl_*_gDW_^-1
derivatives,_oChlaGrenHyp_,_mgChl_*_m_^-3
derivatives,_aExtChGrenHyp_,_m_^2*_gChl_^-1
derivatives,_ukDRespTmGrenHyp_,_d_^-1
derivatives,_ukDRespTmGrenEpi_,_d_^-1
derivatives,_ukDRespTmGrenS_,_d_^-1
derivatives,_wDRespGrenWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_ukLossTmGrenHyp_,_d_^-1
derivatives,_ukLossTmGrenEpi_,_d_^-1
derivatives,_wDLossGrenHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDMortGrenWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_uCorVSetGrenHyp_,_m_*_d_^-1
derivatives,_tDSetGrenHyp_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDResusGren_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDRespGrenS_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDMortGrenS_,_gDW_*_m_^-2*_d_^-1
derivatives,_ukDDecGrenHyp_,_d_^-1
derivatives,_wPExcrGrenWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPLossGrenHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPMortGrenWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_tPSetGrenHyp_,_gP_*_m_^-2*_d_^-1
derivatives,_tPResusGren_,_gP_*_m_^-2*_d_^-1
derivatives,_tPExcrGrenS_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMortGrenS_,_gP_*_m_^-2*_d_^-1
derivatives,_wNExcrGrenWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNLossGrenHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNMortGrenWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_tNSetGrenHyp_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNResusGren_,_gN_*_m_^-2*_d_^-1
derivatives,_tNExcrGrenS_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNMortGrenS_,_gN_*_m_^-2_*_d_^-1
derivatives,_uCorVSetGrenEpi_,_m_*_d_^-1
derivatives,_tDSetGrenEpi_,_gDW_*_m_^-2*_d_^-1
derivatives,_rNDGrenWEpi_,_gN_*_gDW_^-1
derivatives,_tNSetGrenEpi_,_gN_*_m_^-2_*_d_^-1
derivatives,_rPDGrenWEpi_,_gP_*_gDW_^-1
derivatives,_tPSetGrenEpi_,_gP_*_m_^-2*_d_^-1
derivatives,_wDPrimGrenWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPPrimGrenWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNPrimGrenWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_rPDDiatWHyp_,_gP_*_gDW_^-1
derivatives,_rNDDiatWHyp_,_gN_*_gDW_^-1
derivatives,_rPDDiatS_,_gP_*_gDW_^-1
derivatives,_uFunTmDiatHyp_,0
derivatives,_rNDDiatS_,_gN_*_gDW_^-1
derivatives,_uFunTmDiatEpi_,0
derivatives,_uFunTmDiatS_,0
derivatives,_uFunTmProdDiatHyp_,0
derivatives,_uFunTmRespDiatHyp_,0
derivatives,_uFunTmProdDiatEpi_,0
derivatives,_uFunTmRespDiatEpi_,0
derivatives,_uFunTmRespDiatS_,0
derivatives,_aVPUptMaxCrDiatHyp_,_gP_*_gDW_^-1*_d_^-1
derivatives,_aVPUptDiatHyp_,_gP_*_gDW_^-1*_d_^-1
derivatives,_wPUptDiatHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_aVNUptMaxCrDiatHyp_,_gN_*_gDW_^-1*_d_^-1
derivatives,_ahNUptDiatHyp_,_gN_*_m_^-3
derivatives,_aVNUptDiatHyp_,_gN_*_gDW_^-1*_d_^-1
derivatives,_wNUptDiatHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_afNH4UptDiatHyp_,0
derivatives,_wNUptNH4DiatHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNUptNO3DiatHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_uMuMaxTmDiatHyp_,_d_^-1
derivatives,_uMuMaxTmDiatEpi_,_d_^-1
derivatives,_aPLimDiatHyp_,0
derivatives,_aNLimDiatHyp_,0
derivatives,_aSiLimDiatHyp_,0
derivatives,_aLLimDiatHyp_,0
derivatives,_aMuTmLDiatHyp_,_d_^-1
derivatives,_aNutLimDiatHyp_,0
derivatives,_aMuDiatHyp_,_d_^-1
derivatives,_wDAssDiatHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_rChDDiatHyp_,_gChl_*_gDW_^-1
derivatives,_oChlaDiatHyp_,_mgChl_*_m_^-3
derivatives,_aExtChDiatHyp_,_m_^2*_gChl_^-1
derivatives,_ukDRespTmDiatHyp_,_d_^-1
derivatives,_ukDRespTmDiatEpi_,_d_^-1
derivatives,_ukDRespTmDiatS_,_d_^-1
derivatives,_wDRespDiatWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_ukLossTmDiatHyp_,_d_^-1
derivatives,_ukLossTmDiatEpi_,_d_^-1
derivatives,_wDLossDiatHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDMortDiatWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_uCorVSetDiatHyp_,_m_*_d_^-1
derivatives,_tDSetDiatHyp_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDResusDiat_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDRespDiatS_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDMortDiatS_,_gDW_*_m_^-2*_d_^-1
derivatives,_ukDDecDiatHyp_,_d_^-1
derivatives,_wPExcrDiatWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPLossDiatHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPMortDiatWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_tPSetDiatHyp_,_gP_*_m_^-2*_d_^-1
derivatives,_tPResusDiat_,_gP_*_m_^-2*_d_^-1
derivatives,_tPExcrDiatS_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMortDiatS_,_gP_*_m_^-2*_d_^-1
derivatives,_wNExcrDiatWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNLossDiatHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNMortDiatWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_tNSetDiatHyp_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNResusDiat_,_gN_*_m_^-2*_d_^-1
derivatives,_tNExcrDiatS_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNMortDiatS_,_gN_*_m_^-2_*_d_^-1
derivatives,_uCorVSetDiatEpi_,_m_*_d_^-1
derivatives,_tDSetDiatEpi_,_gDW_*_m_^-2*_d_^-1
derivatives,_rPDDiatWEpi_,_gP_*_gDW_^-1
derivatives,_tPSetDiatEpi_,_gP_*_m_^-2*_d_^-1
derivatives,_rNDDiatWEpi_,_gN_*_gDW_^-1
derivatives,_tNSetDiatEpi_,_gN_*_m_^-2_*_d_^-1
derivatives,_wDPrimDiatWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPPrimDiatWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNPrimDiatWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_oChlaHyp_,_mgChl_*_m_^-3
derivatives,_wDAssPhytHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDRespPhytWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDMortPhytWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_tDSetPhytHyp_,_gDW_*_m_^-2*_d_^-1
derivatives,_wDLossPhytHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDPrimPhytWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wPUptPhytHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPExcrPhytWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPMortPhytWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_tPSetPhytHyp_,_gP_*_m_^-2*_d_^-1
derivatives,_tPResusPhyt_,_gP_*_m_^-2*_d_^-1
derivatives,_wPLossPhytHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPPrimPhytWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wNUptPhytHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNUptNH4PhytHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNUptNO3PhytHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNExcrPhytWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNMortPhytWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_tNSetPhytHyp_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNResusPhyt_,_gN_*_m_^-2_*_d_^-1
derivatives,_wNLossPhytHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNPrimPhytWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_tDRespPhytS_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDMortPhytS_,_gDW_*_m_^-2*_d_^-1
derivatives,_tPExcrPhytS_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMortPhytS_,_gP_*_m_^-2*_d_^-1
derivatives,_tNExcrPhytS_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNMortPhytS_,_gN_*_m_^-2_*_d_^-1
derivatives,_wSiUptDiatHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_wSiExcrDiatWHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_wSiLossDiatHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_wSiMortDiatWHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_tSiSetDiatHyp_,_gSi_*_m_^-2*_d_^-1
derivatives,_tSiResusDiat_,_gSi_*_m_^-2*_d_^-1
derivatives,_rCyDBlueHyp_,_gChl_*_gDW_^-1
derivatives,_oCyanHyp_,_mgChl_*_m_^-3
derivatives,_fDDiatHyp_,0
derivatives,_wDPrimDetWHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wO2ProdPhytHyp_,_gO2_*_m_^-3*_d_^-1
derivatives,_wO2RespPhytWHyp_,_gO2_*_m_^-3*_d_^-1
derivatives,_wO2UptNO3PhytHyp_,_gO2_*_m_^-3*_d_^-1
derivatives,_wO2PrimWHyp_,_gO2_*_m_^-3*_d_^-1
derivatives,_wPMortPhytPO4WHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPMortPhytDetWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPLossPhytPO4Hyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPLossPhytDetHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPPrimPO4WHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPPrimDetWHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_tPMortPhytPO4S_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMortPhytDetS_,_gP_*_m_^-2*_d_^-1
derivatives,_tPPrimPO4S_,_gP_*_m_^-2*_d_^-1
derivatives,_tPPrimTotT_,_gP_*_m_^-2*_d_^-1
derivatives,_wNMortPhytNH4WHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNMortPhytDetWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNLossPhytNH4Hyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNLossPhytDetHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNPrimNH4WHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNPrimNO3WHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNPrimDetWHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_tNMortPhytNH4S_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNMortPhytDetS_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNPrimNH4S_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNPrimNO3S_,_gN_*_m_^-2_*_d_^-1
derivatives,_tNPrimTotT_,_gN_*_m_^-2_*_d_^-1
derivatives,_tSiExcrDiatS_,_gSi_*_m_^-2*_d_^-1
derivatives,_tSiMortDiatS_,_gSi_*_m_^-2*_d_^-1
derivatives,_wSiPrimSiO2WHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_wSiPrimDetWHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_tSiPrimTotT_,_gSi_*_m_^-2*_d_^-1
derivatives,_aPACoefEpi_,0
derivatives,_aPACoefHyp_,0
derivatives,_bSecchiMaxEpi_,_m_
derivatives,_aSecchiEpi_,_m_
derivatives,_aTransparencyEpi_,0
derivatives,_bSecchiMaxHyp_,_m_
derivatives,_aSecchiHyp_,_m_
derivatives,_aSecchiT_,_m_
derivatives,_aTransparencyHyp_,0
derivatives,_aTransparencyT_,0
derivatives,_aDepthEuphHyp_,_m_
derivatives,_aRelDepthEuphHyp_,0
derivatives,_aChlaHHyp_,_mgChl_*_m_^-2
derivatives,_aCovPhytWHyp_,0
derivatives,_rExtChPhytHyp_,_m_^2*_gChl_^-1
derivatives,_uFunTmZooHyp_,0
derivatives,_uFunTmZooEpi_,0
derivatives,_rPDZooHyp_,_gP_*_gDW_^-1
derivatives,_rNDZooHyp_,_gN_*_gDW_^-1
derivatives,_oDFoodZooHyp_,_gDW_*_m_^-3
derivatives,_aFiltHyp_,_m_^3*_gDW_^-1*_d_^-1
derivatives,_ukDAssTmZooHyp_,_d_^-1
derivatives,_ukDAssTmZooEpi_,_d_^-1
derivatives,_aDSatZooHyp_,0
derivatives,_ukDRespTmZooHyp_,_d_^-1
derivatives,_ukDRespTmZooEpi_,_d_^-1
derivatives,_ukDIncrZooHyp_,_d_^-1
derivatives,_ukDIncrZooEpi_,_d_^-1
derivatives,_wDEnvZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDAssZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDConsZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDConsDetZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDConsDiatZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDConsGrenZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDConsBlueZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDConsPhytZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDEgesZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_aCorDRespZooHyp_,0
derivatives,_wDRespZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_wDMortZooHyp_,_gDW_*_m_^-3*_d_^-1
derivatives,_oPFoodZooHyp_,_gP_*_m_^-3
derivatives,_rPDFoodZooHyp_,_gP_*_gDW_^-1
derivatives,_wPConsDiatZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPConsGrenZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPConsBlueZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPConsPhytZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPConsDetZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPConsZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_afPAssZooHyp_,0
derivatives,_wPAssZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPEgesZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPEgesZooPO4Hyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPEgesZooDetHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_akPExcrZooHyp_,_d_^-1
derivatives,_wPExcrZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPMortZooHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPMortZooPO4Hyp_,_gP_*_m_^-3*_d_^-1
derivatives,_wPMortZooDetHyp_,_gP_*_m_^-3*_d_^-1
derivatives,_oNFoodZooHyp_,_gN_*_m_^-3
derivatives,_rNDFoodZooHyp_,_gN_*_gDW_^-1
derivatives,_wNConsDiatZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNConsGrenZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNConsBlueZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNConsPhytZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNConsDetZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNConsZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_afNAssZooHyp_,0
derivatives,_wNAssZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNEgesZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNEgesZooNH4Hyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNEgesZooDetHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_kNExcrZooHyp_,_d_^-1
derivatives,_wNExcrZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNMortZooHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNMortZooNH4Hyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wNMortZooDetHyp_,_gN_*_m_^-3*_d_^-1
derivatives,_wSiConsDiatZooHyp_,_gSi_*_m_^-3*_d_^-1
derivatives,_uFunTmBent_,0
derivatives,_aDFoodBent_,_gDW_*_m_^-2
derivatives,_rPDBent_,_gP_*_gDW_^-1
derivatives,_rNDBent_,_gN_*_gDW_^-1
derivatives,_tDMigrBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_aDSatBent_,0
derivatives,_ukDIncrBent_,_d_^-1
derivatives,_tDEnvBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDAssBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_aDAssBentSp_,_d_^-1
derivatives,_tDConsBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDConsDetBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDConsDiatBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDConsGrenBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDConsBlueBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDConsPhytBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDEgesBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDRespBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_tDMortBent_,_gDW_*_m_^-2*_d_^-1
derivatives,_aPFoodBent_,_gP_*_m_^-2
derivatives,_rPDFoodBent_,_gP_*_gDW_^-1
derivatives,_tPConsDetBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPConsDiatBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPConsGrenBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPConsBlueBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPConsPhytBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPConsBent_,_gP_*_m_^-2*_d_^-1
derivatives,_afPAssBent_,0
derivatives,_tPAssBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPEgesBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPEgesBentPO4_,_gP_*_m_^-2*_d_^-1
derivatives,_tPEgesBentDet_,_gP_*_m_^-2*_d_^-1
derivatives,_tPExcrBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMortBent_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMortBentPO4_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMortBentDet_,_gP_*_m_^-2*_d_^-1
derivatives,_tPMigrBent_,_gP_*_m_^-2*_d_^-1
derivatives,_aNFoodBent_,_gN_*_m_^-2
derivatives,_rNDFoodBent_,_gN_*_gDW_^-1
